,Keyword,Count
1121,Raghuram Rajan,10
1122,Mike Pompeo,10
1123,Kanimozhi,10
1124,Collegium,10
1125,Alagiri,10
1126,Darjeeling,10
1127,Bhupinder Singh Hooda,10
1128,Karan Thapar,10
1129,Myanmar,10
1130,Varavara Rao,10
1131,NPA,10
1132,SP-BSP,10
1133,Rajdeep Sardesai,10
1134,Atishi Marlena,10
1135,Pakistan general elections,10
1136,Chinese President Xi Jinping,10
1137,Privacy,10
1138,Syria,10
1139,1975 Emergency,10
1140,Gauri Lankesh Murder,10
1141,Islam,10
1142,Babul Supriyo,10
1143,Times of India,10
1144,India-China Bilateral Ties,10
1145,Kathua Gang Rape,10
1146,JDU,10
1147,Air India,10
1148,Minimum Support Price,10
1149,AAP Delhi,10
1150,Finance Ministry,10
1151,Maharashtra Navnirman Sena,10
1152,Communist Party of India (Marxist),10
1153,Telegu Desam Party,10
1154,Kamal Hassan,10
1155,RSS event,10
1156,National Congress Party,10
1157,Anti-Sterlite Protest,10
1158,Sterlite Industries,10
1159,Kiran Bedi,10
1160,Journalists,10
1161,Nitin Patel,10
1162,Political Violence,10
1163,karnataka news,10
1164,Indian Premier League,10
1165,JDS,10
1166,Fodder Scam,10
1167,Bidar,10
1168,Jignesh Mewani,10
1169,BH Loya,10
1170,IPL matches,10
1171,Udupi,10
1172,Sasikala,10
1173,Special Category Status,10
1174,Lenin,10
1175,Iraq,10
1176,Gorkhaland,10
1177,Meghalaya Assembly Elections,10
1178,V Narayanasamy,10
1179,Niti Aayog,10
1180,VVPATs,10
1181,Jammu And Kashmir Panchayat Polls,10
1182,INLD,10
1183,Manohar Parrikar Health,10
1184,Raghav Chadha,10
1185,Chhattisgarh Assembly Polls,10
1186,Naxals,10
1187,Faizabad,10
1188,Constitution Of India,10
1189,CEC,10
1190,By Election Results 2018,10
1191,Tamil Nadu Assembly,10
1192,Fuel Prices,10
1193,Oommen Chandy,10
1194,Madhya Pradesh Assembly Polls,10
1195,Shaktisinh Gohil,10
1196,Model Code Of Conduct,10
1197,Tumakuru,10
1198,Karunanidhi Death,10
1199,Loan Waiver,10
1200,President's Rule,10
1201,AAP Dharna,10
1202,Chengannur,10
1203,Garo Hills,10
1204,Meghalaya Assembly,10
1205,Nagaland Polls,10
1206,Davos,10
1207,Mandalgarh,10
1208,abvp,10
1209,abuse,10
1210,rajiv gandhi,10
1211,CPI M,10
1212,left wing terrorism,10
1213,bsp,10
1214,samajwadi party,10
1215,Gender,10
1216,Foreign policy,10
1217,Telangana Assembly Elections 2018,9
1218,Delhi CM,9
1219,BJP in Jammu and Kashmir,9
1220,Income Tax,9
1221,Chief Secretary,9
1222,Rajasthan Election,9
1223,Alok Verma CBI Director,9
1224,Kejriwal,9
1225,AP CM Chandrababu Naidu,9
1226,Congress MLA,9
1227,Kaafi Real,9
1228,Jammu and Kashmir Conflict,9
1229,Janardhana Reddy,9
1230,Note Ban,9
1231,Lucknow,9
1232,Narendra Modis,9
1233,Satire,9
1234,Rajini,9
1235,Delhi Chief Secretary AAP,9
1236,Bihar Chief Minister Nitish Kumar,9
1237,Allahabad,9
1238,Sexual Assault,9
1239,Meerut,9
1240,United States of America,9
1241,Defence Minister,9
1242,RSS-BJP Ideology,9
1243,Baba Ramdev,9
1244,AISA,9
1245,Union Minister Smriti Irani,9
1246,Stalin,9
1247,Arun Ferreira,9
1248,Hindu Rashtra,9
1249,Australia,9
1250,One Nation One Poll,9
1251,Edappadi Palaniswami,9
1252,Rajyavardhan Singh Rathore,9
1253,Maharashtra Bandh,9
1254,Yadav,9
1255,NRC Assam,9
1256,Sitaram Kesri,9
1257,Kailash Vijayvargiya,9
1258,UP-Bihar Bypolls,9
1259,Islamabad,9
1260,Bypoll,9
1261,No-confidence motion,9
1262,BJP MP,9
1263,Indian Penal Code,9
1264,Anna Hazare,9
1265,Kuldeep Singh Sengar,9
1266,Protests,9
1267,Maoist Attack,9
1268,BJP MPs,9
1269,Mufti Mohammad Sayeed,9
1270,India-China Relationship,9
1271,Parliament session,9
1272,Jairam Ramesh,9
1273,West Bengal chief minister Mamata Banerjee,9
1274,Rajya Sabha elections,9
1275,Nirav Modi Scam,9
1276,BJP vs AAP,9
1277,Chief Minister N. Chandrababu Naidu,9
1278,Yogi Aditynath,9
1279,Dinesh Sharma,9
1280,Sterlite Row,9
1281,Journalism,9
1282,Satyendra Jain,9
1283,Jaya Bachchan,9
1284,South Africa,9
1285,Priyanka Chaturvedi,9
1286,Congress Karnataka Govt,9
1287,Twitter India,9
1288,Dakshina Kannada,9
1289,Judge Loya Death Case,9
1290,IPL 2018 News,9
1291,Judge Loya,9
1292,The Wire,9
1293,CPIM,9
1294,Republic TV,9
1295,Karnataka High Court,9
1296,Delhi Sealing Drive,9
1297,Alka Lamba,9
1298,Ranveer Singh,9
1299,Quint,9
1300,Nagaland Elections 2018,9
1301,Tamil,9
1302,APJ Abdul Kalam,9
1303,World Economic Forum,9
1304,Kasganj violence,9
1305,Lord Ram,9
1306,Manish Tewari,9
1307,UK,9
1308,Panneerselvam,9
1309,Telangana Vidhan Sabha Election 2018,9
1310,Mahendra Nath Pandey,9
1311,GVL Narasimha Rao,9
1312,Ministry Of External Affairs,9
1313,Jammu And Kashmir Assembly,9
1314,Jammu And Kashmir Governor,9
1315,Telangana Jana Samiti,9
1316,MGP,9
1317,Janata Congress Chhattisgarh,9
1318,JP Nadda,9
1319,Telangana Assembly Election,9
1320,RLSP,9
1321,Karnataka Elections Result,9
1322,Lok Janshakti Party,9
1323,Central Bureau Of Investigation,9
1324,Rae Bareli,9
1325,KC Tyagi,9
1326,Voter Turnout,9
1327,Government Of India,9
1328,Karnataka Urban Local Body Elections 2018,9
1329,Karnataka Urban Local Body Polls,9
1330,Hunger Strike,9
1331,Federalism,9
1332,BK Hariprasad,9
1333,Tarun Gogoi,9
1334,MHA,9
1335,Ceasefire,9
1336,Karnataka Govt Formation,9
1337,RR Nagar,9
1338,Chander Prakash Ganga,9
1339,State Election Commission,9
1340,West Bengal State Election Commission,9
1341,Varuna,9
1342,Bijan Dhar,9
1343,NSCN-IM,9
1344,Madhya Pradesh Bypolls,9
1345,HSPDP,9
1346,Meghalaya Elections 2018,9
1347,Tripura Assembly Polls,9
1348,Tripura Assembly Election,9
1349,2018 Nagaland Assembly Election,9
1350,Budget 2018-19,9
1351,Twipraland,9
1352,imran khan,9
1353,Sitaram yechury,9
1354,vasundhara raje,9
1355,communism,9
1356,Nehru-Gandhi dynasty,9
1357,fact check,9
1358,scam,9
1359,reliance defence,9
1360,hd kumaraswamy,9
1361,Sarcasm,9
1362,hindutva,9
1363,elections,9
1364,Kim Jong-un,9
1365,Opposition unity,9
1366,Brijgopal Harkishan Loya,9
1367,lok sabha election 2019,9
1368,assembly election 2018,9
1369,FIFA,8
1370,Rajasthan Chief Minister Vasundhara Raje,8
1371,Uttam Kumar Reddy,8
1372,Telangana Congress,8
1373,QKolkata,8
1374,India-Pakistan Relations,8
1375,Babri Masjid Demolition,8
1376,State assembly elections 2018,8
1377,Telangana Rashtra Samithi (TRS),8
1378,J&amp;K,8
1379,Madhya Pradesh Assembly,8
1380,Casteism,8
1381,Jobs in India,8
1382,Shivraj Singh Chauhan,8
1383,Madhya Pradesh Congress,8
1384,2019 Lok Sabha polls,8
1385,AAP vs BJP,8
1386,Sarkar,8
1387,Tej Pratap,8
1388,Subhash Shirodkar,8
1389,BJPs BS Yeddyurappa,8
1390,Palestine,8
1391,Sabarimala Temple Verdict,8
1392,National Investigation Agency,8
1393,Aircel Maxis Case,8
1394,Indian Railways,8
1395,TTV Dinakaran,8
1396,E Palaniswamy,8
1397,odisha,8
1398,Gautam Navlakha,8
1399,Tariq Anwar,8
1400,Surgical Strike,8
1401,Nehru,8
1402,BJP bharatiya janta party,8
1403,Sterlite Copper Plant,8
1404,All About Section 377,8
1405,Abhishek Singhvi,8
1406,Aadhaar ID,8
1407,I&amp;B Ministry,8
1408,National Herald,8
1409,Muslim Brotherhood,8
1410,SC/ST (Prevention of Atrocities) Act,8
1411,Karnataka 2018,8
1412,DMK Stalin,8
1413,CM Akhilesh Yadav,8
1414,BJP Rule,8
1415,west bengal panchayat polls,8
1416,RSS-BJP,8
1417,Mob Lynchings,8
1418,Supreme Court Collegium,8
1419,Maratha,8
1420,Pervez Musharraf,8
1421,Beijing,8
1422,Propaganda,8
1423,Indira Gandhi 1975 Emergency,8
1424,External Affairs,8
1425,NATO,8
1426,Indians,8
1427,Love Jihad,8
1428,HRD Ministry,8
1429,BJP Amit Shah,8
1430,Rohingya Muslims,8
1431,Hamid Ansari,8
1432,President,8
1433,Sweden,8
1434,The Dalai Lama,8
1435,Football,8
1436,Chandrakant Patil,8
1437,Tuticorin Protest,8
1438,Rahul Gandhi vs Modi,8
1439,Ceasefire violations,8
1440,Benjamin Netanyahu,8
1441,Ram Naik,8
1442,Dalit Protest,8
1443,CM Nitish Kumar,8
1444,Kairana Bypolls 2018,8
1445,Noorpur,8
1446,Kummanam Rajasekharan,8
1447,modi in karnataka,8
1448,Rohingya,8
1449,BJP vs Trinamool Congress,8
1450,Karanataka,8
1451,Muhammad Ali Jinnah,8
1452,KG Bopaiah,8
1453,Ram Jethmalani,8
1454,Sikkim,8
1455,Salman Khan,8
1456,PM Modi in Karnataka,8
1457,Anant Kumar Hegde,8
1458,Tripura Chief Minister,8
1459,Tripura CM,8
1460,Asansol,8
1461,Left Democratic Front,8
1462,KPCC,8
1463,BJP Wins Tripura,8
1464,FIR,8
1465,Ordinance,8
1466,Ashok Gajapathi Raju,8
1467,NIA,8
1468,High Court,8
1469,Dravidian,8
1470,Jan Sangh,8
1471,Kerala Assembly,8
1472,Tripura Assembly,8
1473,Nagaland BJP,8
1474,Healthcare,8
1475,Rajputs,8
1476,Delhi BJP,8
1477,PFI,8
1478,Rashtra Manch,8
1479,Union Budget 2018 -19,8
1480,Saurabh Bharadwaj,8
1481,People's Conference,8
1482,PV Narasimha Rao,8
1483,Bharatiya Jana Sangh,8
1484,Mahakutami,8
1485,Judiciary,8
1486,Vinay Tendulkar,8
1487,Chhattisgarh Assembly,8
1488,Chhattisgarh Election 2018,8
1489,Scheduled Tribes,8
1490,Chhattisgarh Polls 2018,8
1491,FWeekend,8
1492,Anitha Kumaraswamy,8
1493,By Election Result,8
1494,Dayanand Sopte,8
1495,Lok Sabha 2019 Election,8
1496,KC Venugopal,8
1497,Jammu And Kashmir Civic Polls,8
1498,Violence,8
1499,Local Body Polls,8
1500,Assembly Bypolls,8
1501,CAG,8
1502,Sheikh Hasina,8
1503,Article 370,8
1504,Baijayant Panda,8
1505,Nana Patole,8
1506,Karnataka ULB Polls 2018,8
1507,Simultaneous Polls,8
1508,Rajya Sabha Deputy Chairman,8
1509,Dravidian Politics,8
1510,Parliament Monsoon Session Live,8
1511,Chief Justice Dipak Misra,8
1512,MB Patil,8
1513,P Sreeramakrishnan,8
1514,Palghar Bypolls,8
1515,By-Elections 2018,8
1516,Karnataka Election Results 2018,8
1517,Belonia,8
1518,YSRC,8
1519,Rajya Sabha Elections,8
1520,Office Of Profit Case,8
1521,Meghalaya Assembly Election,8
1522,2018 Meghalaya Assembly Election,8
1523,Tripura Election Results Live Updates,8
1524,Naga Political Issue,8
1525,Sriram Taranikanti,8
1526,NSCN(IM),8
1527,Gujarat Assembly Election 2017,8
1528,Jack Dorsey,8
1529,pakistan sponsored terrorism,8
1530,CBI probe,8
1531,devendra fadnavis,8
1532,media lies,8
1533,mayawati,8
1534,prashant bhushan,8
1535,lok sabha,8
1536,goa,8
1537,UPA Scam,8
1538,make in india,8
1539,democracy,8
1540,BJP government,8
1541,allahabad,8
1542,vijay mallya,8
1543,The Arts,8
1544,Ram temple,8
1545,Assembly election,8
1546,2019 Lok Sabha elections,8
1547,Karnataka Assembly polls,8
1548,Farmer Suicides,7
1549,Agrarian Crisis,7
1550,CM Pinarayi Vijayan,7
1551,Jammu and Kashmir Assembly,7
1552,Abdulla Yameen,7
1553,Rajasthan Police,7
1554,Chabahar Port,7
1555,Hindu-Muslim Relations,7
1556,2019 Election,7
1557,CM Shivraj Singh Chouhan,7
1558,Rajasthan Assembly,7
1559,SP,7
1560,Congress Leader Mallikarjun Kharge,7
1561,Sardar Patel,7
1562,General Elections,7
1563,Protest,7
1564,Tamilisai Soundararajan,7
1565,Maharashtra Congress,7
1566,Home Minister Rajnath Singh,7
1567,Diesel Prices,7
1568,Sabarimala Verdict,7
1569,Doklam Standoff,7
1570,Lok Sabha Bypolls 2018,7
1571,Sanjay Pugalia,7
1572,Ayushman Bharat,7
1573,Durga Puja,7
1574,INX Media,7
1575,Misa Bharti,7
1576,Indian Judiciary,7
1577,Belt and Road Initiative,7
1578,Right to Privacy,7
1579,Indian Air Force,7
1580,Francois Hollande,7
1581,J Jayalalithaa,7
1582,Instant Triple Talaq,7
1583,Muslim Women,7
1584,Liberals,7
1585,Constitution of India,7
1586,Anti-Sterlite,7
1587,Police Firing in Tuticorin,7
1588,LGBT,7
1589,Article 35A,7
1590,Bharat Bandh Turns Violent,7
1591,Maharashtra Police,7
1592,Activist arrests,7
1593,Barack Obama,7
1594,Trump Administration,7
1595,National Democratic Alliance (India),7
1596,Communal Clashes,7
1597,Communist Party of India,7
1598,Narendra Dabholkar,7
1599,Dalit Oppression,7
1600,Alwar Lynching,7
1601,Assam NRC Draft,7
1602,Rafale Jets,7
1603,Right to Information Act,7
1604,Adityanath Yogi,7
1605,Babri Mosque,7
1606,Shehla Rashid,7
1607,Data Protection,7
1608,Rohith Vemula,7
1609,Tamil Nadu Government,7
1610,Justice KM Joseph,7
1611,Hate Crimes,7
1612,Vyapam,7
1613,BJP vs CPI(M),7
1614,Special Investigation Team,7
1615,Govind Pansare,7
1616,BJP IT Cell,7
1617,judiciary,7
1618,US China,7
1619,Taj Mahal,7
1620,Communist Party,7
1621,Karnataka Budget,7
1622,Trivendra Singh Rawat,7
1623,Legislative Assembly,7
1624,Mayawati-Akhilesh,7
1625,Member of Parliament,7
1626,Justice Chelameswar,7
1627,Iran nuclear deal,7
1628,BJP PDP Alliance,7
1629,Hillary Clinton,7
1630,Home Ministry,7
1631,Immigration,7
1632,Diana Hayden,7
1633,N Chandrababu Naidu,7
1634,TN Karnataka Cauvery Water Issue,7
1635,BSF,7
1636,Donald Trump Jr,7
1637,Pranab at RSS,7
1638,Jayanagar,7
1639,Mahathir Mohamad,7
1640,Uttar Pradesh Chief Minister,7
1641,Indian Union Muslim League,7
1642,President Pranab Mukherjee,7
1643,Prime Minister Justin Trudeau,7
1644,Sangli,7
1645,Shahid Khaqan Abbasi,7
1646,Tamil Nadu vs Karnataka,7
1647,Rajput,7
1648,Prime Minister's Office,7
1649,Bihar Assembly,7
1650,Ban of Sterlite Plant,7
1651,Baijayant Jay Panda,7
1652,west bengal ram navami violence,7
1653,State Bank of India,7
1654,Opposition parties,7
1655,Nathuram Godse,7
1656,NOTA,7
1657,Vokkaliga,7
1658,Veerashaiva-Lingayat,7
1659,President Kovind,7
1660,Anantkumar Hegde,7
1661,CPI-M,7
1662,Hindi,7
1663,facebook data leak,7
1664,Dhan Ki Baat,7
1665,O Pannerselvam,7
1666,Crimes Against Women,7
1667,Central Government,7
1668,Budget Session 2018-19,7
1669,Communism,7
1670,Arvind Kejrwal,7
1671,Vokkaligas,7
1672,Muzaffarnagar,7
1673,YS Chowdary,7
1674,Home Minister,7
1675,EV Ramasamy,7
1676,PM,7
1677,AAP Leaders,7
1678,Justin Trudeau in India,7
1679,Ashok Choudhary,7
1680,Swachh Bharat,7
1681,Mumbai news,7
1682,Bofors,7
1683,Sardar Vallabhbhai Patel,7
1684,Union Budget and Healthcare,7
1685,Republic Day 2018,7
1686,Gaurav Gogoi,7
1687,Ram Temple Agitation,7
1688,India Pakistan Relations,7
1689,Congress Manifesto,7
1690,Zoramthanga,7
1691,Budhni,7
1692,Bru Refugees,7
1693,Kerala Police,7
1694,Telangana Assembly Polls,7
1695,SB Shashank,7
1696,Urban Naxals,7
1697,Madhya Pradesh Assembly Elections,7
1698,Jhalrapatan,7
1699,J&K,7
1700,Chhattisgarh Election,7
1701,Bhupesh Baghel,7
1702,Citizenship (Amendment) Bill,7
1703,Rakesh Singh,7
1704,TJS,7
1705,Hanuman Beniwal,7
1706,Books,7
1707,Chhattisgarh Election News,7
1708,Chhattisgarh Legislative Assembly Election,7
1709,LJP,7
1710,Karuna Shukla,7
1711,Ujjain,7
1712,BY Raghavendra,7
1713,Amma Makkal Munnetra Kazhagam,7
1714,Madan Lal Saini,7
1715,Lok Sabha 2019,7
1716,Maratha Reservation,7
1717,TTV DInakaran,7
1718,People's Democratic Alliance,7
1719,NT Rama Rao,7
1720,BJP-Shiv Sena Alliance,7
1721,Karnataka Pradesh Congress Committee,7
1722,Ravinder Raina,7
1723,Binay Tamang,7
1724,Kalimpong,7
1725,Goa Chief Minister,7
1726,2019 General Election,7
1727,Ajay Singh,7
1728,Karunanidhi Dead,7
1729,GDP Growth,7
1730,Syama Prasad Mookerjee,7
1731,Elections In India,7
1732,Special Status,7
1733,PS Sreedharan Pillai,7
1734,Hindu Pakistan,7
1735,Budget Session 2018,7
1736,Congress JD(S),7
1737,Maharashtra Legislative Council,7
1738,AFSPA,7
1739,D Jayakumar,7
1740,Atrocities Act,7
1741,Narayan Rane,7
1742,Kairana By-Election 2018,7
1743,By Polls 2018,7
1744,Choudhary Lal Singh,7
1745,Assembly Election Results,7
1746,Sanjiv Kumar,7
1747,Mahadayi River Dispute,7
1748,Jan Aakrosh Rally,7
1749,Basavanna,7
1750,Lok Sabha Bypolls,7
1751,USA,7
1752,Culture,7
1753,Andhra Pradesh Reorganisation Act,7
1754,Jehanabad,7
1755,Shantaram Naik,7
1756,Gorakhpur Bypolls,7
1757,People's Democratic Front,7
1758,Pdf,7
1759,Tripura Assembly Elections 2018,7
1760,Nagaland Assembly Election,7
1761,Shurhozelie Liezietsu,7
1762,North East Elections,7
1763,Nagaland Assembly,7
1764,Abhijit Sinha,7
1765,ND Gupta,7
1766,Sushil Gupta,7
1767,Haj Subsidy,7
1768,Hindu Temples,7
1769,UPA government,7
1770,mani shankar aiyar,7
1771,Anti Hindu bias,7
1772,corruption charges,7
1773,Anti Hindu propaganda,7
1774,Gujarat congress,7
1775,left liberals,7
1776,French government,7
1777,jignesh mevani,7
1778,Ram mandir-Babri masjid dispute,7
1779,national security,7
1780,Analysis,7
1781,Video,7
1782,Urban,7
1783,Rajasthan elections,7
1784,Press freedom,7
1785,Chhattisgarh assembly elections 2018,7
1786,Madhya Pradesh Assembly elections,7
1787,Tihar Jail,6
1788,Pakistan PM,6
1789,Justice Ranjan Gogoi,6
1790,Mizoram elections,6
1791,Mizoram Legislative Assembly,6
1792,Yogendra Yadav,6
1793,Maratha Community,6
1794,BJP-PDP divide,6
1795,K Chandrasekhar Rao,6
1796,Pune Police,6
1797,Rafale Jet Deal,6
1798,Defence,6
1799,BJP Candidates,6
1800,BJP in Rajasthan,6
1801,Gwalior,6
1802,Sartaj Singh,6
1803,Chhattisgarh Elections 2018,6
1804,Chandra Babu Naidu,6
1805,Aadhaar Breach,6
1806,congress-JDS coalition,6
1807,Bahujan Samaj Party (BSP),6
1808,Fuel,6
1809,AMMK,6
1810,Manmohan Singh vs Narendra Modi,6
1811,Member of Legislative Assembly,6
1812,Amritsar,6
1813,Dassault Rafale,6
1814,RSS Chief,6
1815,Chandrashekhar Azad,6
1816,CM Ramesh,6
1817,NCRB,6
1818,Bharat Ratna,6
1819,US-North Korea Relations,6
1820,Sambhaji Bhide,6
1821,Catholic Church,6
1822,Gabbar Singh Tax,6
1823,Maldives President Abdulla Yameen Abdul Gayoom,6
1824,Indian Muslims,6
1825,Goa Assembly,6
1826,Dr BR Ambedkar,6
1827,DUSU,6
1828,Aadhaar Data,6
1829,Barmer,6
1830,Crime,6
1831,New India,6
1832,Elgar Parishad,6
1833,Ramlila Maidan,6
1834,Mike Pence,6
1835,cow vigilantism,6
1836,Activists,6
1837,Bhutan,6
1838,External Affairs Minister Sushma Swaraj,6
1839,Bhima Koregaon Protests,6
1840,Pehlu Khan,6
1841,Beef,6
1842,Angela Merkel,6
1843,BJP-RSS Link,6
1844,Muslims in India,6
1845,No-Confidence,6
1846,China Pakistan Economic Corridor (CPEC),6
1847,Indonesia,6
1848,Data Breach,6
1849,Political Funding,6
1850,Odisha Politics,6
1851,Gurugram,6
1852,BJP Yuva Morcha,6
1853,United Front,6
1854,Coalition Against BJP,6
1855,Maryam Nawaz Sharif,6
1856,Congress MP,6
1857,Hindustan Times,6
1858,Adolf Hitler,6
1859,voters,6
1860,Panama Papers,6
1861,Vidhana Soudha,6
1862,Trinamool,6
1863,Rath Yatra,6
1864,Stormy Daniels,6
1865,Inflation,6
1866,Zakir Naik,6
1867,Burhan Wani,6
1868,BJP-PDP,6
1869,All India Anna Dravida Munnetra Kazhagam,6
1870,2018 FIFA World Cup,6
1871,Cauvery Water Dispute,6
1872,Madhya Pradesh government,6
1873,Kurian Joseph,6
1874,SC judges press conference,6
1875,PDP-BJP split,6
1876,Mahatma Gandhi assassination,6
1877,Dehradun,6
1878,Delhi Statehood,6
1879,Kashmiri Pandits,6
1880,Aurangzeb,6
1881,Vaiko,6
1882,KP Oli,6
1883,Dalits in India,6
1884,bjp pdp split,6
1885,Arvind Subramanian,6
1886,Ramadan,6
1887,CM Arvind Kejriwal,6
1888,Money Laundering Case,6
1889,Other Backward Classes,6
1890,Ramzan,6
1891,Mumbai Congress,6
1892,Gujarat Elections,6
1893,Jerusalem,6
1894,Italy,6
1895,Milind Ekbote,6
1896,Phulpur Lok Sabha,6
1897,tamil nadu protests,6
1898,Hukum Singh,6
1899,Sexual Harrasment,6
1900,PM Narendra Modi-Xi Jinping,6
1901,Anantnag,6
1902,Vedanta,6
1903,Democratic Party,6
1904,Aadhaar data leak,6
1905,Nirmal Singh,6
1906,Khaleda Zia,6
1907,Panchayat,6
1908,Ballia,6
1909,Maharashtra Government,6
1910,Madras HC,6
1911,Northeast India,6
1912,Income Tax Department,6
1913,Vasundhra Raje,6
1914,Ministry of Finance,6
1915,West Bengal Politics,6
1916,OBCs,6
1917,Pulwama,6
1918,Homosexuality,6
1919,Chennai Super Kings,6
1920,Maya Kodnani,6
1921,hindutva politics,6
1922,ADR,6
1923,Bahujan Samajwadi Party,6
1924,Cash Crunch,6
1925,Kurukshetra,6
1926,Cauvery Board,6
1927,Ram Navami Violence,6
1928,Finance Commission,6
1929,Jagdish Tytler,6
1930,B R Ambedkar,6
1931,Agra,6
1932,M Thambidurai,6
1933,Allahabad High Court,6
1934,Maldives Government,6
1935,AAP MLA disqualification,6
1936,Islamic Terrorism,6
1937,CIA,6
1938,ISI,6
1939,Kerala High Court,6
1940,Hadiya,6
1941,Ramalinga Reddy,6
1942,Dravidar Kazhagam,6
1943,Marxist,6
1944,Kodiyeri Balakrishnan,6
1945,Canadian Prime Minister Justin Trudeau,6
1946,Kabul,6
1947,BJP President,6
1948,Paresh Dhanani,6
1949,NEET,6
1950,South India,6
1951,Anti-Sikh Riots,6
1952,Budget 2018 Explained,6
1953,Delhi Development Authority,6
1954,WEF,6
1955,Republic Day Parade,6
1956,Ram Temple Dispute,6
1957,Qamar Javed Bajwa,6
1958,Madhya Pradesh Assembly Elections 2018,6
1959,Sajad Lone,6
1960,Raj Bhawan,6
1961,PoliticsOnTheGo,6
1962,TPCC,6
1963,Congress Government,6
1964,Vijender Gupta,6
1965,Home Minister Rajnath SIngh,6
1966,Lynchings,6
1967,Polarisation,6
1968,SC/ST Atrocities Act,6
1969,Goa Politics,6
1970,Jammu And Kashmir Assembly Dissolved,6
1971,1984 Anti-Sikh Riots,6
1972,Manifesto,6
1973,Jhabua,6
1974,BJP Manifesto,6
1975,CBI Vs CBI,6
1976,Sabarimala Protests,6
1977,JCC,6
1978,Om Prakash Chautala,6
1979,Arun Yadav,6
1980,Chhattisgarh News,6
1981,Bijapur,6
1982,SBSP,6
1983,Madhu Bangarappa,6
1984,Jamkhandi,6
1985,Chief Secretary Anshu Prakash,6
1986,Palaniswami,6
1987,National Herald Case,6
1988,Urban Local Body Polls,6
1989,Lok Sabha 2019 Polls,6
1990,Rafale Controversy,6
1991,Bimal Gurung,6
1992,Gorkha Janmukti Morcha,6
1993,Jantar Mantar,6
1994,Janta Congress,6
1995,EVM Tampering,6
